Date,User,IsVerified,Tweet,Likes,RT,User_location
6/4/21,Under Armour,,TOMORROW — Shop @UnderArmour's new Pride Collection from 2-8 p.m. and enjoy their make-your-own t-shirt bar experience! Spend $150 or more and receive a free custom t-shirt while supplies last. Learn more in-store. 🏳️‍🌈 #DisneySprings,0,0,
6/1/21,International Business Machines Corporation,,"Together, we’re stronger. 🏳️‍🌈 IBM stands with the LGBT+ community. Join us this month as we share IBMer stories about #Pride and allyship",0,0,
6/30/22,Cognizant Technology Solutions Corporation Class A,,"Together, we achieved the highest rating recognized by IWEI Top Employers lists—highlighting the most inclusive employers in India for LGBT+ associates: https://cogniz.at/3OS9D1Y Thanks to @KSF_IN, @pride_circle, and @stonewalluk for their continued support for the LGBT+ community.",0,0,
3/22/23,UnitedHealth Group Incorporated,,"Together, the United Health Foundation & @rainbowhealthmn are addressing the mental health needs of our LGBTQ+ and BIPOC communities. More on this grant: http://uhg.co/RainbowHealth#LGBTQHealthAwarenessWeek",0,0,
6/1/20,Micron Technology Inc.,,"Together, even when we're apart. To show our commitment to our LGBTQ+ team members, today we raised the Pride flag at our Boise, Lehi and Manassas sites. #Pride2020",0,0,
6/1/23,McCormick & Company Incorporated,,"Together with the office of DE&I and our global Employee Ambassador Groups, we observe #PrideMonth and celebrate LGBTQ voices, culture, and rights. We're committed to a diverse, equitable, & inclusive culture where everybody feels celebrated and included.
",0,0,
7/1/20,Interpublic Group of Companies Inc.,,"Together with @MullenLoweLDN and @mullenloweus, AXE celebrates and supports the LGBTQIA+ community even though the usual Pride Marches aren’t happening.https://lbbonline.com/news/axe-stands-with-and-celebrates-friends-of-the-lgbtqia-communities-in-alwaysproud-campaign",0,0,
6/15/22,M&T Bank Corporation,,Together We Can—The Power of the LGBTQ+ Community Register today:https://event.on24.com/wcc/r/3829873/FB6FB53135E9DBC45C0A0C626A848697 Presented in partnership with NBC4/Telemundo 44/NBC Sports Washington. #Pride #PrideMonth #CommunityBank,0,0,
6/15/21,Ralph Lauren Corporation Class A,,"Together in #RLPride Our Pride collection celebrates community, authenticity, and love. A percentage of the purchase price of items from the capsule will be donated to @StonewallCF to benefit LGBTQIA+ communities globally Discover the collection: http://rlauren.co/Pride-T",0,0,
6/30/20,Google,,"Today's #GoogleDoodle celebrates activist, performer, and self-identified drag queen Marsha P. Johnson, one of the pioneers of the LGBTQ+ rights movement in the United States. Thank you, Marsha, for inspiring generations → http://goo.gle/2CacrWS",0,0,
6/30/22,Warner Bros. Discovery Inc. Series A,,"Today’s the last day to double your impact! WBD is showing our #PRIDE by matching @TrevorProject donations up to $25,000. Text PRIDE to 707070 to donate today.",0,0,
6/16/20,Adobe Incorporated,,Today’s Supreme Court decision was a major milestone for our LGBTQ+ communities. We are now calling on the U.S. Senate to pass the Equality Act to ensure that all members of the LGBTQ+ community are protected at work and in all other aspects of their lives.https://adobe.ly/2Y36IKM,0,0,
6/24/18,Gilead Sciences Inc.,,"Today, we're showing our #GileadPride at the annual @NYCPride March, demonstrating our commitment to the LGBTQ community. Learn more: https://bit.ly/2yvuGUm.#PrideMonth",0,0,
8/31/22,Gilead Sciences Inc.,,"Today, we’re joining forces with LGBTQ+ and human rights organizations to help address the #monkeypox public health emergency. Join today’s webcast at 7-8 p.m. ET for a discussion on monkeypox and its impact on people living with HIV.Register at https://gilead.inc/3wH26uT",0,0,
6/30/22,Gilead Sciences Inc.,,"Today, we spotlight The @TrevorProject, the world's largest suicide prevention and mental health organization for LGBTQ youth. Take a look back at how they increased support for young people during the start of the COVID-19 pandemic. https://gilead.inc/3ONAwCK #PrideMonth",0,0,
3/31/23,Micron Technology Inc.,,"Today, we recognize and celebrate the unique contributions of the transgender community on #InternationalDayofTransgenderVisibility. We are committed to advocating for gender, LGBTQ+ and racial equality, and stand in solidarity with our transgender team members.
",0,0,
3/31/21,Air Products and Chemicals Inc.,,"Today, we observe International #TransgenderDayofVisibility to show support for members & allies of the LGBTQ+ community.",0,0,
5/30/19,Chevron Corporation,,"Today, we celebrated the start of #PrideMonth 🏳️‍🌈 by raising the Pride flag to honor our LGBTQ+ employees, straight allies, and partners who have helped make Chevron an inclusive workplace.",0,0,
6/4/20,Bristol-Myers Squibb Company,,"Today, we celebrated the 50th anniversary of the first Gay Pride parade and acknowledged the ongoing issues faced by all minority communities by coming together virtually to raise an 8 color intersectional Pride flag at many of our sites across the globe. #Pride2020 #ProudToBeMe",0,0,
6/16/22,Citigroup Inc.,,"Today, we celebrated Citi’s 210th anniversary and #PrideMonth by ringing the Opening Bell at  @NYSE with our Citi LGBTQ+ colleagues and allies! We celebrate the ongoing progress to create a more equitable and inclusive community",0,0,
2/25/21,Constellation Brands Inc. Class A,,"Today, we celebrate earning 100% on the HRC's Corporate Equality Index for the 4th year in a row! Proud of the work our STELLAR PRIDE business resource group and CBI employees have accomplished this past year and what they have yet to do. #CBIproud",0,0,
6/3/19,Bristol-Myers Squibb Company,,"Today, we celebrate 50 years of LGBTQ pride by hoisting the rainbow flag at BMS facilities. We took time to recognize the 50th anniversary of the Stonewall uprising, which served as a catalyst for the modern push for #LGBTQ rights. #PrideMonth",0,0,
4/26/21,Accenture Plc Class A,,"Today, we celebrate #LesbianDayOfVisibility! Christie shares how she supports the next generation of LGBT+ leaders—and how you can, too: https://accntu.re/3nmhOpc",0,0,
3/31/22,Intuit Inc.,,"Today, on #TransDayOfVisibility, we’re hosting our 3rd annual Trans+ Summit to foster discussion on trans+ issues. We're concerned by legislative and executive actions targeting the #LGBTQ+ community and are taking actions to make a meaningful impact on the world.",0,0,
6/16/20,Travelers Companies Inc.,,"Today, members of our Pride & Allies Diversity Network (LGBTQA) celebrated #PrideMonth with a virtual walk. Global Renewable Energy Practice Leader, Eileen and her wife Maureen took to the sidewalks holding a flag that reads “PACE,” the Italian term for “peace.”",0,0,
3/31/22,Humana Inc.,,"Today, in honor of #TransDayOfVisibility, we celebrate Humana associate Zach, a member of our customer service operations team and Pride NRG, and our commitment to providing a safe, inclusive workplace where everyone can bring their whole, authentic self to work. 💚🧵",0,0,
6/1/21,Gilead Sciences Inc.,,"Today, as #PrideMonth begins, we celebrate the diverse identities of members of LGTBQ+ communities around the world. We’re committed to helping our employees, patients and partners be their authentic selves and to fostering an environment that promotes equity for all.",0,0,
6/27/19,Paramount Global Class B,,"Today, and throughout the year, we celebrate #WorldPride and honor the diversity, power, and incredible bravery of the #LGBTQ+ community. #pride2019",0,0,
6/15/20,Altria Group Inc,,"Today, #SCOTUS announced in an historic ruling that #TitleVII protections apply to employees within the LGBTQ Community. We’re proud of this decision and celebrate this universal support for equality with our LGBTQ colleagues and stakeholders.🏳️‍🌈🏳️‍⚧️",0,0,
2/26/21,Citigroup Inc.,,"Today, #Citi reaffirms our support for The U.S. #EqualityAct and protections for all LGBTQ+ people, regardless of where they live or work. Read more from our Pride Affinity co-leads: https://on.citi/3uBiLgN #StandForProgress
",0,0,
7/2/19,Citigroup Inc.,,"Today, #Citi is proud to join leading employers in signing an amicus brief to the US Supreme Court to support workplace protections for LGBT+ individuals as covered under Title VII of the 1964 Civil Rights Act. More here: https://on.citi/2KTPomq",0,0,
6/20/23,Otis Worldwide Corporation,,"Today, @Otis_CEO, Judy Marks, raised the #Pride flag at our world headquarters in Farmington, CT. We're proud to support our #LGBTQ+ colleagues and creating an environment where every voice feels safe, welcomed and heard! #WeAreBetterTogether",0,0,
6/28/20,F5 Inc.,,"Today would have been an opportunity to show our #Pride with a parade. Let us know how you plan to  honor and celebrate our LGBTQ+ coworkers, family, friends, and allies during #PrideMonth.",0,0,
6/25/18,Altria Group Inc,,"Today we're at @MENTORnational's #MentoringSummit discussing how Altria's positive youth development program Success360˚ helps @BBBSA support vulnerable LGBTQ kids, investing in their future success & helping them avoid risky behaviors like tobacco use. http://bit.ly/17Pg924",0,0,
6/23/23,Teleflex Incorporated,,"Today we want to introduce you to Matthew Milewski, a co-lead for the PRISM ERG, an inclusive group fostering awareness and support for LGBTQ+ individuals and allies through policy, education, and community engagement. #Pride2023 #LGBTQ+ #PrideMonth",0,0,
6/2/21,General Mills Inc.,,"Today we raised the Progress #Pride Flag at our WHQ to show our support and allyship for our LGBTQ+ employees and community. To celebrate, Betty's Family, our LGBTQ+ employee network, hosted its second annual car parade on our WHQ campus. Happy Pride Month! #generalmillslife",0,0,
6/1/18,Campbell Soup Company,,Today we raised our pride flag to celebrate #PrideMonth! 🏳️‍🌈 Our #LGBTQ employee network will share stories this month to celebrate one of our key values: #seekthepowerofdifferent,0,0,
6/1/22,General Mills Inc.,,"Today we kicked off Pride Month with the raising of the Progress Pride Flag at our World Headquarters in Minneapolis, Minnesota.This is just one way we’re celebrating Pride Month and showing our support and allyship for our LGBTQ+ employees and community. Happy #PrideMonth!",0,0,
6/1/21,Bristol-Myers Squibb Company,,Today we kicked off our annual celebration of #LGBTQ Pride Month by raising an 8-color intersectional Pride flag at our N.J. headquarters and reflecting on the critical role our diverse workforce plays in delivering for patients around the world. #Pride2021 #PrideMonth2021,0,0,
6/28/19,PNC Financial Services Group Inc.,,"Today we honor the 50th anniversary of #Stonewall and the historic movement towards equality it created. During #PrideMonth, we hosted a panel discussion on LGBTQ+ inclusion in the workplace and the impact of Stonewall. https://pnc.co/2X81WrR",0,0,
6/28/22,Caesars Entertainment Inc,,Today we celebrate the efforts and achievements of the LGBTQ+ community over the past 52 years while focusing on what must be done to continue to protect and make progress on LGBTQ+ rights in the future. Happy National #PrideDay!,0,0,
3/31/23,Xcel Energy Inc.,,"Today we celebrate International Transgender Day of Visibility. Alongside our Pride Alliance employee resource group, we strive to create a healthy and safe work environment for all employees each and every day. #XEProud",0,0,
3/31/21,Morgan Stanley,,Today we celebrate and stand in solidarity with our trans and non-binary colleagues. We are committed to raising awareness around LGBT+ discrimination and ensuring that all of our colleagues feel a sense of inclusion and belonging. #TransDayofVisibility,0,0,
6/1/22,Pfizer Inc.,,Today we ‘Thrive with Pride’ by sharing our Pride Journal—a #PrideMonth publication where LGBTQ+ #PfizerColleagues & allies share their personal stories of becoming who they are & thriving in their identity: https://on.pfizer.com/3x6ruuu,0,0,
1/28/21,Waters Corporation,,"Today Waters was recognized for the first time on the @HRC's Corporate Equality Index. We are proud to receive a 95% on this national scorecard for corporate policies, practices and benefits for LGBTQ employees. Click to learn more: https://bit.ly/2MCuJVJ #LifeAtWaters #CEI2021",0,0,
6/29/19,United Airlines,,"Today was a special day, celebrating a landmark moment for the LGBTQ+ community. We’ve been honored to participate in Stonewall Day alongside our customers and employees. #StonewallDay #AllRoutesLeadToLove",0,0,
6/15/20,Thermo Fisher Scientific Inc.,,Today the Supreme Court of the United States concluded that #LGBTQ rights are protected under the Civil Rights Act of 1964. This makes it illegal for employers to discriminate because of a person's sexual orientation and transgender status. Let’s #CelebratePride together.,0,0,
1/23/20,Stanley Black & Decker,,Today our progress to create an #LGBT inclusive workplace earned a perfect score from @HRC. You are welcome here > http://bit.ly/2uos3Ca #TogetherWeAreMore,0,0,
4/10/19,United Parcel Service Inc. Class B,,"Today our mission to strengthen and celebrate #diversity was awarded with the 2019 NBIC Best-of-the-Best Corporation for Inclusion award from the National LGBT Chamber of Commerce, @NGLCC! Learn more about this prestigious designation at: http://bit.ly/2GdDikk #BOTB19",0,0,
6/19/20,Salesforce Inc.,,"Today on #Juneteenth our communities are coming together to stand up for Black rights. Hear from Outforce Co-Founder @gfillonramos on why our LGBTQ+ Community needs to stand up for racial equality, now more than ever.",0,0,
9/24/18,PTC Inc.,,"Today Massachusettes' newest business group, the Massachusetts LGBT Chamber of Commerce will launch. And CEO, @JimHeppelmann says ""Becoming a founding member was an easy decision."" Learn more from this  @BosBizJournal article: http://ptc.co/VLov30lWIVN",0,0,
6/1/21,Northern Trust Corporation,,"Today marks the start of the #PrideMonth2021. Wishing a happy Pride Month to our colleagues, clients and communities around the world.",0,0,
6/1/23,Trimble Inc.,,"Today marks the first day of #PrideMonth, celebrating the innovative, meaningful contributions of the LGBTQ+ community at Trimble and beyond. #TrimbleProud of the progress made in the LGBTQ+ space over the past years, including equitable access to care, fertility benefits & more.",0,0,
6/1/22,BlackRock Inc.,,"Today marks the first day of #PrideMonth 🏳️‍🌈! We’re committed to helping build a better, fairer society, starting with our own organization. Learn more ➡️: https://1blk.co/3x7anc9",0,0,
6/1/23,Digital Realty Trust Inc.,,"Today marks the beginning of Pride month and here at Digital Realty, we are celebrating the power of equity and acceptance.In our commitment to driving forward diversity and inclusivity, we are proud to partner with @InterPride!https://okt.to/9elB67",0,0,
6/26/23,AvalonBay Communities Inc.,,"Today marks the 8th anniversary of Obergefell v. Hodges, the decision that legalized same-sex marriage in the US. Jim Obergefell himself told his story to our associates as a part of our Pride celebration this year. Thanks, Jim, both for coming and advocating for LGBTQ+ rights!",0,0,
6/1/19,FMC Corporation,,"Today marks the 50th Anniversary of Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) #PrideMonth. At FMC, we are celebrating this historic event by pledging to raise awareness about LGBTQ equality, build a network of allies and advocates, and support our LGBTQ colleagues.",0,0,
6/15/20,PNC Financial Services Group Inc.,,Today marks a significant step in the path toward equality. We're proud to celebrate alongside our partners at @HRC and with the entire LGBTQ+ community.,0,0,
6/30/23,Salesforce Inc.,,"Today is the last day of Pride Month in the U.S., but we continue our commitment to supporting LGBTQ+ communities year-round. This is why it’s crucial to honor pride every day — and how all companies can,",0,0,
10/18/18,Johnson & Johnson,,"Today is #SpiritDay, a day of solidarity & acceptance for #LGBTQ youth. Ashley McEvoy, #JNJ EVP & Worldwide Chairman, Medical Devices, discusses her involvement with @TrevorProject, an organization that promotes suicide prevention efforts with LGBTQ youth: https://goo.gl/oqDZk4",0,0,
10/11/19,Morgan Stanley,,"Today is #NationalComingOutDay. We all bring different parts of ourselves to work, and we are focused on continuing to cultivate a workplace where LGBT+ employees can bring their full selves to work. #WeAreProud",0,0,
5/2/18,Northern Trust Corporation,,Today in London we’re proud to launch our LGBT Allies Programme in support of our #LGBT employees.,0,0,
10/17/19,Gap,,Today Gap Inc. is going purple for #SpiritDay to show our support for LGBTQ youth. All young people should be able to reach for their dreams free from discrimination or bullying.,0,0,
5/17/20,Citigroup Inc.,,"Today Citi signed the @HRC’s Business Statement Opposing Anti-LGBTQ+ State Legislation, reiterating our belief that all people have a fundamental right to equality. Learn more: https://on.citi/3tSzJWj. #IDAHOBIT2021",0,0,
6/1/23,Dover Corporation,,"Today and every day, Dover is proud to be an inclusive workplace that celebrates diversity, authenticity and freedom of expression for our LGBTQ+ employees and communities. #PrideMonth #Pride2023",0,0,
6/11/21,Dover Corporation,,"Today and every day, Dover is proud to be an inclusive workplace that celebrates diversity, authenticity and freedom of expression for our LGBTQ+ employees and communities. #PrideMonth #Pride2021",0,0,
6/11/21,Illumina Inc.,,"Today and every day we salute our #Veterans. We are proud of the more than 30 US Veterans who joined the Illumina family in 2021. And of our US Veteran population, over 20% are either #LGBTQ #POC, or Women. Thank you, Veterans!https://bit.ly/3Do8AQR",0,0,
3/3/22,Johnson Controls International plc,,"To start #WomensHistoryMonth, Kayla Butler shares some of her favorite books written by women:All About Love: New Visions (Bell Hooks)Educated (Tara stover)Hunger (Roxane Gay)A Woman Is No Man:A Novel (Etaf Rum)Trick Mirror: Reflections on Self-elusion (Jia Tolentino)",0,0,
6/11/22,Procter & Gamble Company,,To say the global #LGBTQ community faces challenges is an understatement. That’s why we’re working with OutRightIntl to advance rights of LGBTIQ people everywhere. Read how #CantCancelPride supports these efforts: https://us.pg.com/blogs/be-seen-be-heard-cant-cancel-pride-2022/ #PrideMonth,0,0,
6/1/23,AbbVie Inc.,,"To recognize #PrideMonth, members of our PRIDE employee resource group share what it means to be ""Full of Pride"" while empowering their #LGBTQIA+ colleagues and allies to bring their authentic selves to work. Learn more about our culture: https://bit.ly/3qhCc0p #BelongAtAbbVie",0,0,
10/17/18,Northern Trust Corporation,,"To recognize #BlackHistoryMonth our Black and LGBTA business resource councils in London hosted the inspirational @MsLadyPhyll who discussed her life, her work, the issues facing both the Black & LGBT+ communities, privilege and @ukblackpride",0,0,
8/3/21,Booking Holdings,,"To promote a comfortable and safe travel experience for the LGBTQ+ community,launched its #TravelProud initiative, which allows travelers to easily identify and book stays at inclusive locations that have earned the Travel Proud badge",0,0,
11/30/18,Goldman Sachs Group Inc.,,"To mark the conclusion of Asia Pacific #PrideMonth celebrations, $GS offices were a sea of pink today, showing visible support for #LGBT friends, colleagues and family.",0,0,
6/5/19,Stanley Black & Decker,,To kick-off #PrideMonth employees are raising the rainbow flag at locations around the globe in celebration of individuality and inclusivity and in support of their colleagues. Learn more > http://bit.ly/2ZaCG5Q #TogetherWeAreMore #TogetherWeFly #pride #ForThoseWhoMakeTheWorld,0,0,
6/5/19,Stanley Black & Decker Inc.,,To kick-off #PrideMonth employees are raising the rainbow flag at locations around the globe in celebration of individuality and inclusivity and in support of their colleagues. Learn more > http://bit.ly/2ZaCG5Q  #TogetherWeAreMore #TogetherWeFly #pride #ForThoseWhoMakeTheWorld,0,0,
6/4/21,Omnicom Group Inc,,"To kick off Pride Season 2021, we're inviting all OMC employees to attend #PrideMonth Reimagined, a series of virtual programming throughout June celebrating our LGBTQ+ communities.To learn more, please reach out to open@omnicomgroup.com #Pride2021",0,0,
6/3/21,Zebra Technologies Corporation Class A,,"To kick off Pride Month, hear from employee Deanna Self on why it’s important for her to be her authentic self at work and how inauthenticity impacts her performance. ttp://social.zebra.com/6018V7pMj",0,0,
6/6/22,Sealed Air Corporation,,"To kick off #PrideMonth, we sat down with SEE's Pride Initiative co-founder Nick Randone to hear how the employee resource group is creating an inclusive workplace for all. Listen now: https://bit.ly/3zdM3Xv #SealedAirProud",0,0,
6/1/22,Raymond James Financial Inc.,,"To kick off #PrideMonth, our Pride inclusion networks, leaders and associates gathered to raise the Pride flag at our corporate offices in recognition of the LGBTQ+ community and allies. Learn more about #diversityandinclusion at Raymond James: https://go.rjf.com/2BYWGhH #RJPride",0,0,
6/4/19,Gilead Sciences Inc.,,"To kick off #PrideMonth, our LGBTQ+ Alliance employee resource group held a flag raising ceremony marking our commitment to an inclusive and accepting work environment where diversity is celebrated.",0,0,
6/4/21,Mondelez International Inc. Class A,,"To kick off #PrideMonth, our #MDLZRainbowCouncil hosted a virtual flag raising where colleagues took a moment to reflect on the journey for LGBTQ+ rights and inclusion at the workplace. #TeamMDLZ",0,0,
1/21/20,Conagra Brands Inc.,,"To honor #MLKDay, our Black Employee Resource Groups and LGBT + Ally Employee Resource Groups spent yesterday connecting with communities in Chicago and Omaha. Thank you to all who volunteered to host a cooking demo for @sosillinois and play kickball with @CompletelyKIDS1!",0,0,
6/9/23,Akamai Technologies Inc.,,"To further our mission to create an inclusive workplace, we are partnering with @lesbiantech & Allies to proudly sponsor the 2023 Lesbians Who Tech & Allies Pride Summit. Register here: https://ow.ly/cbKs50OJ4Wk",0,0,
9/8/21,Booking Holdings,,"To continue promoting a comfortable and safe travel experience for the LGBTQ+ community,is expanding its #TravelProud badge to New Zealand and Australia.",0,0,
6/20/22,Booking Holdings,,"To continue honoring #PrideMonth,released a guide of events to help travelers celebrate across the world. Check out the inspiring festivities here.",0,0,
6/27/18,FMC Corporation,,"To conclude #PrideMonth on a high note, we will be hosting a discussion with @kenji_yoshino, author, legal scholar and the Chief Justice Earl Warren Professor of Constitutional Law at New York University School of Law, on the topic of covering.",0,0,
6/30/23,Constellation Energy Corporation,,"To complete our #PoweringPride Series, SVP and General Counsel Nina Jezic, executive sponsor of our Southwest Pride ERG chapter, emphasizes the significance of #allyship and how becoming an ally of the LGBTQ+ is crucial to advancing our culture of understanding.",0,0,
6/26/19,Welltower Inc,,"To commemorate the 50th anniversary of the Stonewall Riots, some of our NYC-based employees visited the Stonewall Inn, a landmark site for the LGBTQ+ civil rights movement. We are humbled to have had the opportunity to visit a piece of history. #EmpoweringRealEstate #PRIDEMonth",0,0,
6/28/19,Citigroup Inc.,,"To commemorate #PrideMonth, our colleagues & allies share why they’re prouder than ever to be at #Citi. #StandForProgress
",0,0,
6/30/20,Ulta Beauty Inc.,,"To close out Pride Month: listen to our associates talk about what pride means to them. We continue to focus on equality, inclusion and diversity, this month and every month.  #ultabeauty",0,0,
6/27/22,Mondelez International Inc. Class A,,"To celebrate the launch of Sydney World Pride and 44 years since the first Sydney Gay & Lesbian Mardi Gras, #TeamMDLZ joined more than 1,000 other Sydneysiders to recreate a Human Progress Flag on the steps of the Opera House.",0,0,
6/1/22,Citigroup Inc.,,"To celebrate seeing you for you this #PrideMonth, we’re proud to collaborate again with @musicforward to present the 2022 LGBTQ+ Emerging Artist Award – providing 15 emerging LGBTQ+ music artists with $10K each to support their journeys. Learn more : http://bit.ly/emerging_artist_award",0,0,
6/1/23,Raymond James Financial Inc.,,"To celebrate Pride Month, our #RJPride Inclusion Network, #RJPFAN, leaders and associates gathered to raise the Pride flag at our corporate offices in recognition of our LGBTQ+ community and allies. Learn about diversity and inclusion at Raymond James: https://go.rjf.com/2BYWGhH",0,0,
6/27/18,Interpublic Group of Companies Inc.,,"To celebrate Pride month, @EPCo created Pride installations as part of their ""People’s Gallery"" in the Greenville office. https://bit.ly/2MqVAPf",0,0,
10/5/20,Microsoft Corporation,,"To celebrate LGBTQI+ History month, we're giving away THREE @XboxOne X custom #Pride consoles RT this post for a chance to win. 🎮 #Sweepstakes #LGBTQIOpen in US/CA (excluding Quebec), 18+. Ends 10/18/2020. Rules: https://msft.it/6009TvUhN",0,0,
6/25/19,Morgan Stanley,,"To celebrate #PrideMonth, over 20 employees from our #China office participated in the  @ShanghaiPride Pride Run. The annual 5km community run promotes #diversity, #equality, and LGBT+ #inclusion. #WeAreProud #MSGivesBack https://mgstn.ly/2KBubgL",0,0,
7/13/22,Ecolab Inc.,,"To celebrate #PrideMonth, our Twin Cities PRIDE employee resource group and Executive Vice President and Chief Human Resources Officer Laurie Marsh participated in the LGBTQ+ Pride March. Learn more about this proud moment for Laurie and the #ECLteam: https://bit.ly/3bYPKGT",0,0,
6/25/21,Teleflex Incorporated,,To celebrate #PrideMonth our PRISM Employee Resource Group held a 'Bring Your True Self to Work' webinar. A guest speaker shared their personal and professional journey as an LGBTQ+ community member and held a workshop on the correct use of pronouns and their importance #Teleflex,0,0,
6/14/21,Quest Diagnostics Incorporated,,"To celebrate #PrideMonth and the 20th anniversary of our Pride Employee Business Network, we are working to raise $20,000 for @TrevorProject a nonprofit dedicated to crisis intervention and suicide prevention among LGBTQ+ young people. #Trevor20K https://bit.ly/2U68Sde",0,0,
6/13/18,Pfizer Inc.,,"To celebrate #Pride2018, @GusKenworthywill speak to us today about his story as a proud member of the LGBTQ community. #PfizerPride",0,0,
6/26/19,Omnicom Group Inc,,"To celebrate #Pride Month, our ERG @open_pride pulled together a special campaign highlighting some of the incredible #LGBTQIA+ talent & #allies in our network. Keep an eye out on our timeline for a glimpse into the campaign! #OPENtoALL",0,0,
6/11/21,Merck & Co. Inc.,,To care kindly is to care correctly. Our LGBTQ+ voices share the importance of caring for all patients with compassion. #Pride2021 🌍,0,0,
6/7/22,Trimble Inc.,,"To build an environment where employees can perform at their best, we must create a culture where they feel comfortable bringing their whole selves to work. Hear from some of our employees around the world on how they feel supported by Trimble. #PrideMonth",0,0,
6/18/21,T-Mobile US Inc.,,"To be better allies today, we can start by understanding the struggles of the past. Cory’s pick The Boys in the Band shows us why we celebrate Pride by looking at the challenges of self-acceptance in 1968. Customers can stream it today with Netflix on Us #UnstoppableTogether",0,0,
6/29/22,Nasdaq Inc.,,"To be a successful entrepreneur, you must dare to be different. At @Nasdaq’s annual LGBTQ+ Leadership Conference, @buffalomarketco Co-founder @howell4change compared this idea to being LGBTQ+ on a panel of entrepreneurs. Learn more during #Pride2022: http://spr.ly/6018zYvdA",0,0,
6/22/18,Google,,"To amplify the voices of LGBTQ+ families, we’re matching donations up to $100K during #PrideMonth to @glaad@PFLAGand@ItGetsBetter→ http://pride.google #ThisIsFamily",0,0,
6/25/21,Alaska Air Group Inc.,,"Time flies when you’re getting all dressed UP for Pride! 🏳️‍🌈 We’re so proud of our newest special aircraft, which was inspired by leaders of Alaska’s LGBTQ+ employee resource group to encourage conversations around belonging, equity and equality.",0,0,
6/23/22,International Business Machines Corporation,,Tim Anseeuw has traveled the globe working on many different projects in his twenty years at IBM. But building community and resources for LGBTQ+ folks in less inclusive cultures ranks among his biggest achievements. #Pride,0,0,
6/30/23,QUALCOMM Incorporated,,"Throwback to @SanDiegoLoyal player  @martcw12 sharing his coming out story with us. We were inspired by his journey, and left reflecting on what it means to be truly authentic. Thank you, Collin. #Pride",0,0,
6/18/18,FMC Corporation,,"Throughout the week, we will provide our mployees with @kenji_yoshino!’s whitepaper: “Uncovering Talent: A New Model of Inclusion”. What a great primer for our upcoming live conversation with @kenji_yoshino! Philly.  #PrideMonth #PhillyPride",0,0,
6/30/21,Citigroup Inc.,,"Throughout the month of June, we celebrated #Pride with our colleagues and customers. We celebrate the LGBTQ+ community every day and will continue to #StandforProgress.",0,0,
6/3/21,State Street Corporation,,"Throughout the month of June, we celebrate #PrideMonth with a series of trivia questions, #FierceFridays and more. Follow along!",0,0,
6/4/18,Gap,,"Throughout the month of June, we are celebrating Pride. See how Gap Inc. and our family of brands are participating in pride this year. #WearYourPride. https://bit.ly/2JuFkim",0,0,
6/22/21,State Street Corporation,,"Throughout the month of June, we are celebrating #PrideMonth with articles, facts, historical figures, events and more. Follow along here >> https://twitter.com/i/events/1400516336766291972",0,0,
6/19/23,Digital Realty Trust Inc.,,"Throughout Pride month, we want to hear, understand, and share the voices of our people. Let's celebrate our differences as we work towards a more inclusive world.Featuring Pride ally Chris Sharp, Chief Technology Officer, along with members of Digital Pride community.",0,0,
6/24/22,Centene Corporation,,"Throughout Pride Month, Centene is highlighting the perspectives of diverse employees. Christopher Palmero, Manager of Contracting and Network Development, shares his thoughts on inclusivity in the workplace and the importance of allyship. https://bit.ly/39LcOIJ #PrideMonth",0,0,
7/5/23,Constellation Energy Corporation,,"Throughout June, dozens of employees – along with their families and friends – came together to represent Constellation at #Pride parades across the country. We enjoyed celebrating LGBTQ+ pride last month and will continue to do so every month of the year.",0,0,
6/3/22,Las Vegas Sands Corp.,,"Throughout June, @thecenterlv spearheaded an array of events, service offerings and celebrations in support of the LGBTQ+ community in Southern Nevada, including two Sands Cares-sponsored events: a harm reduction PrEP Rally on 6/11 and National HIV Testing Day on 6/27.",0,0,
6/30/21,Assurant Inc.,,"Throughout Dafne’s tenure at Assurant Brazil, he’s felt encouraged bring his authentic self to work. See more of his insights on Pride Month here: http://aizgo.co/6014yT1Is",0,0,
12/8/18,Biogen Inc.,,Throughout 2018 we celebrated PRIDE around the world! #ProudMoments2018,0,0,
6/27/23,Nasdaq Inc.,,"Throughout #PrideMonth2023, @Nasdaq explores the experiences and advice from LGBTQ+ trailblazers in order to identify the calls to action for the community today. 🤝 Follow along as we celebrate the leadership and resilience of the LGBTQ+ community here: http://spr.ly/6015PB2BJ",0,0,
